pais,metodo_orden,tipo_comercio,linea,tipo_producto,producto,año,cuatrimestre,ventas,cantidad,utilidad_bruta_p,utilidad_bruta,costos
Argentina,Representante,Mayorista,Unisex,Vestimenta,Dusicyon thous,2019,C1 2019,"$182.475,61","11.651,0","53,57%","$97.743,33","$84.732,28"
Argentina,Mail,Hipermercado,Infantil,Vestimenta,Falco mexicanus,2019,C1 2019,"$152.251,64","1.492,0","65,99%","$100.477,04","$51.774,60"
Argentina,Especial,Grandes Almacenes,Hombre,Lentes,Larus novaehollandiae,2019,C1 2019,"$123.631,62","10.554,0","35,54%","$43.934,02","$79.697,60"
Argentina,Representante,Hipermercado,Mujer,Accesorios,Butorides striatus,2019,C1 2019,"$91.901,26","13.909,0","56,49%","$51.911,83","$39.989,43"
Argentina,Especial,Hipermercado,Adultos,Juguetes,Eudyptula minor,2019,C1 2019,"$155.535,48","17.227,0","66,97%","$104.166,00","$51.369,48"
Argentina,Especial,Mayorista,Mujer,Lentes,Francolinus swainsonii,2019,C1 2019,"$125.340,82","5.033,0","72,67%","$91.080,19","$34.260,63"
Argentina,Especial,De proximidad,Adultos,Vestimenta,Phalaropus fulicarius,2019,C1 2019,"$139.682,92","15.041,0","65,87%","$92.013,12","$47.669,80"
Argentina,Mail,Grandes Almacenes,Unisex,Lentes,Butorides striatus,2019,C1 2019,"$119.588,51","6.991,0","25,98%","$31.063,17","$88.525,34"
Argentina,Representante,Grandes Almacenes,Unisex,Accesorios,Grus canadensis,2019,C1 2019,"$171.960,46","15.746,0","31,14%","$53.542,27","$118.418,19"
Argentina,Representante,Mayorista,Infantil,Juguetes,Isoodon obesulus,2019,C1 2019,"$94.931,84","14.044,0","51,18%","$48.585,02","$46.346,82"
Argentina,Especial,Especializado,Unisex,Vestimenta,Meles meles,2019,C1 2019,"$152.241,34","10.965,0","53,43%","$81.346,38","$70.894,96"
Argentina,Especial,Especializado,Adultos,Accesorios,Genetta genetta,2019,C1 2019,"$125.773,66","7.709,0","32,89%","$41.371,65","$84.402,01"
Argentina,Representante,Grandes Almacenes,Mujer,Accesorios,Phoenicopterus ruber,2019,C1 2019,"$143.440,09","2.903,0","50,63%","$72.625,90","$70.814,19"
Argentina,Representante,Especializado,Hombre,Juguetes,Dusicyon thous,2019,C1 2019,"$168.896,00","4.582,0","47,40%","$80.051,05","$88.844,95"
Argentina,MercadoLibre,Grandes Almacenes,Hombre,Accesorios,Spermophilus parryii,2019,C1 2019,"$119.244,01","17.254,0","67,50%","$80.490,26","$38.753,75"
Argentina,Website,Grandes Almacenes,Mujer,Juguetes,Hyaena hyaena,2019,C1 2019,"$163.848,44","10.352,0","44,90%","$73.574,81","$90.273,63"
Argentina,Website,Mayorista,Mascotas,Calzado,Myiarchus tuberculifer,2019,C1 2019,"$134.273,50","3.967,0","73,21%","$98.300,61","$35.972,89"
Argentina,Teléfono,Especializado,Unisex,Accesorios,Zosterops pallidus,2019,C1 2019,"$172.416,92","9.844,0","29,45%","$50.769,13","$121.647,79"
Argentina,Website,Hipermercado,Unisex,Calzado,Antilocapra americana,2019,C1 2019,"$145.747,24","1.934,0","32,83%","$47.853,14","$97.894,10"
Argentina,Especial,De proximidad,Mascotas,Lentes,Phalaropus lobatus,2019,C1 2019,"$136.858,75","5.012,0","28,49%","$38.988,60","$97.870,15"
Argentina,Especial,De proximidad,Mujer,Juguetes,Anitibyx armatus,2019,C1 2019,"$169.702,59","4.539,0","44,48%","$75.488,16","$94.214,43"
Argentina,Website,Hipermercado,Hombre,Lentes,Phalacrocorax carbo,2019,C1 2019,"$91.908,90","12.507,0","48,34%","$44.431,29","$47.477,61"
Argentina,Teléfono,Mayorista,Infantil,Accesorios,Phalacrocorax brasilianus,2019,C1 2019,"$176.907,08","8.403,0","49,72%","$87.955,69","$88.951,39"
Argentina,Mail,De proximidad,Mujer,Lentes,Francolinus swainsonii,2019,C1 2019,"$99.259,51","5.965,0","67,32%","$66.825,70","$32.433,81"
Argentina,MercadoLibre,Especializado,Mujer,Vestimenta,Phoeniconaias minor,2019,C1 2019,"$116.624,60","14.561,0","73,04%","$85.183,78","$31.440,82"
Argentina,Website,Especializado,Unisex,Vestimenta,Crax sp.,2019,C1 2019,"$171.412,20","12.612,0","46,67%","$80.002,24","$91.409,96"
Argentina,Especial,Grandes Almacenes,Mascotas,Joyas,Chelodina longicollis,2019,C1 2019,"$161.245,82","14.769,0","68,05%","$109.732,49","$51.513,33"
Argentina,Website,Hipermercado,Adultos,Lentes,Butorides striatus,2019,C1 2019,"$164.433,54","1.523,0","53,37%","$87.765,17","$76.668,37"
Argentina,Representante,De proximidad,Mascotas,Calzado,Antilope cervicapra,2019,C1 2019,"$184.661,44","3.247,0","60,75%","$112.190,82","$72.470,62"
Argentina,Especial,De proximidad,Mujer,Accesorios,Zosterops pallidus,2019,C1 2019,"$126.761,05","8.220,0","34,43%","$43.646,50","$83.114,55"
Argentina,Mail,Grandes Almacenes,Mujer,Calzado,Heloderma horridum,2019,C1 2019,"$153.400,58","12.329,0","43,30%","$66.428,71","$86.971,87"
Argentina,Mail,Mayorista,Mascotas,Juguetes,Eudyptula minor,2019,C1 2019,"$169.247,98","9.039,0","52,64%","$89.084,37","$80.163,61"
Argentina,Especial,Grandes Almacenes,Adultos,Vestimenta,Diomedea irrorata,2019,C1 2019,"$173.686,34","5.758,0","63,83%","$110.863,46","$62.822,88"
Argentina,Especial,Grandes Almacenes,Unisex,Juguetes,Speotyte cuniculata,2019,C1 2019,"$129.685,92","13.483,0","42,34%","$54.907,81","$74.778,11"
Argentina,Mail,Mayorista,Unisex,Juguetes,Sarcorhamphus papa,2019,C1 2019,"$153.279,55","10.408,0","70,13%","$107.502,05","$45.777,50"
Argentina,MercadoLibre,De proximidad,Infantil,Accesorios,Carduelis pinus,2019,C1 2019,"$111.862,53","8.101,0","39,71%","$44.424,49","$67.438,04"
Argentina,Especial,Mayorista,Hombre,Accesorios,Phalacrocorax brasilianus,2019,C1 2019,"$172.088,91","5.549,0","56,53%","$97.276,55","$74.812,36"
Argentina,Teléfono,Mayorista,Infantil,Calzado,Zosterops pallidus,2019,C1 2019,"$95.858,31","14.368,0","62,68%","$60.081,36","$35.776,95"
Argentina,Especial,De proximidad,Adultos,Juguetes,Butorides striatus,2019,C1 2019,"$117.070,94","11.810,0","43,17%","$50.534,02","$66.536,92"
Argentina,Representante,Mayorista,Mascotas,Accesorios,Grus canadensis,2019,C1 2019,"$99.576,07","12.227,0","38,96%","$38.791,19","$60.784,88"
Argentina,Mail,Mayorista,Mujer,Lentes,Theropithecus gelada,2019,C1 2019,"$184.580,51","7.485,0","61,27%","$113.095,10","$71.485,41"
Argentina,Teléfono,Mayorista,Adultos,Accesorios,Anthropoides paradisea,2019,C1 2019,"$173.340,90","10.366,0","40,22%","$69.709,33","$103.631,57"
Argentina,Especial,Mayorista,Hombre,Lentes,Phalaropus lobatus,2019,C1 2019,"$144.375,04","7.294,0","35,20%","$50.817,35","$93.557,69"
Argentina,Representante,Especializado,Mascotas,Vestimenta,Ninox superciliaris,2019,C1 2019,"$97.202,96","11.501,0","48,01%","$46.670,01","$50.532,95"
Argentina,Especial,De proximidad,Hombre,Vestimenta,Dusicyon thous,2019,C1 2019,"$176.465,29","16.487,0","43,03%","$75.924,64","$100.540,65"
Argentina,Especial,Grandes Almacenes,Mascotas,Joyas,Macropus rufogriseus,2019,C1 2019,"$110.110,01","15.827,0","46,88%","$51.619,11","$58.490,90"
Argentina,Representante,Mayorista,Mascotas,Joyas,Coluber constrictor,2019,C1 2019,"$95.063,75","8.409,0","39,48%","$37.530,47","$57.533,28"
Argentina,Especial,De proximidad,Unisex,Juguetes,Bison bison,2019,C1 2019,"$179.380,63","2.760,0","45,11%","$80.923,43","$98.457,20"
Argentina,Representante,Mayorista,Adultos,Joyas,Dusicyon thous,2019,C1 2019,"$106.319,43","3.994,0","46,68%","$49.634,18","$56.685,25"
Argentina,Representante,Grandes Almacenes,Adultos,Juguetes,Eubalaena australis,2019,C1 2019,"$124.870,17","14.816,0","59,38%","$74.146,91","$50.723,26"
Argentina,Teléfono,Hipermercado,Infantil,Vestimenta,Deroptyus accipitrinus,2019,C1 2019,"$169.728,54","11.961,0","73,46%","$124.681,95","$45.046,59"
Argentina,Representante,De proximidad,Unisex,Calzado,Dusicyon thous,2019,C1 2019,"$91.754,02","12.436,0","68,44%","$62.793,14","$28.960,88"
Argentina,Mail,Especializado,Infantil,Calzado,Dasyurus maculatus,2019,C1 2019,"$92.568,55","6.431,0","67,55%","$62.528,21","$30.040,34"
Argentina,Representante,De proximidad,Mujer,Calzado,Antilope cervicapra,2019,C1 2019,"$157.859,12","13.557,0","62,68%","$98.944,28","$58.914,84"
Argentina,Teléfono,Especializado,Hombre,Accesorios,Sus scrofa,2019,C1 2019,"$152.897,27","16.810,0","55,75%","$85.233,59","$67.663,68"
Argentina,MercadoLibre,Hipermercado,Mujer,Juguetes,Chordeiles minor,2019,C1 2019,"$124.215,60","14.769,0","34,41%","$42.745,66","$81.469,94"
Argentina,Especial,Mayorista,Unisex,Joyas,Chelodina longicollis,2019,C1 2019,"$108.962,98","16.659,0","32,96%","$35.917,07","$73.045,91"
Argentina,Especial,Especializado,Hombre,Vestimenta,Phylurus milli,2019,C1 2019,"$107.782,42","15.706,0","51,39%","$55.387,43","$52.394,99"
Argentina,Especial,Especializado,Mascotas,Calzado,Hymenolaimus malacorhynchus,2019,C1 2019,"$154.431,83","11.018,0","54,25%","$83.775,12","$70.656,71"
Argentina,Website,Mayorista,Mascotas,Vestimenta,Deroptyus accipitrinus,2019,C1 2019,"$170.146,37","1.913,0","64,48%","$109.718,55","$60.427,82"
Argentina,Teléfono,Especializado,Hombre,Vestimenta,Junonia genoveua,2019,C1 2019,"$135.181,94","2.292,0","60,81%","$82.206,00","$52.975,94"
Argentina,Representante,De proximidad,Mascotas,Vestimenta,Platalea leucordia,2019,C1 2019,"$143.278,93","12.539,0","56,41%","$80.826,17","$62.452,76"
Argentina,Representante,Especializado,Adultos,Juguetes,Butorides striatus,2019,C1 2019,"$102.732,78","8.230,0","45,10%","$46.335,41","$56.397,37"
Argentina,Mail,De proximidad,Adultos,Vestimenta,Deroptyus accipitrinus,2019,C1 2019,"$98.146,05","17.266,0","52,41%","$51.442,98","$46.703,07"
Argentina,Website,Grandes Almacenes,Mascotas,Accesorios,Phalacrocorax brasilianus,2019,C1 2019,"$123.534,11","8.425,0","26,71%","$32.999,36","$90.534,75"
Argentina,Mail,Mayorista,Hombre,Juguetes,Kobus defassa,2019,C1 2019,"$108.634,58","8.719,0","32,90%","$35.743,19","$72.891,39"
Argentina,Especial,Mayorista,Infantil,Lentes,Phalaropus lobatus,2019,C1 2019,"$154.906,87","8.940,0","74,53%","$115.458,71","$39.448,16"
Argentina,MercadoLibre,De proximidad,Mujer,Juguetes,Boselaphus tragocamelus,2019,C1 2019,"$126.277,68","12.557,0","31,15%","$39.338,75","$86.938,93"
Argentina,Teléfono,Especializado,Hombre,Juguetes,Orcinus orca,2019,C1 2019,"$101.066,97","14.302,0","66,74%","$67.450,90","$33.616,07"
Argentina,Mail,De proximidad,Infantil,Juguetes,Dusicyon thous,2019,C1 2019,"$99.267,16","13.752,0","39,36%","$39.074,47","$60.192,69"
Argentina,MercadoLibre,De proximidad,Infantil,Joyas,Meles meles,2019,C1 2019,"$161.545,14","13.402,0","51,60%","$83.352,87","$78.192,27"
Argentina,Especial,Mayorista,Adultos,Vestimenta,Deroptyus accipitrinus,2019,C1 2019,"$174.764,25","12.442,0","33,20%","$58.024,32","$116.739,93"
Argentina,Representante,De proximidad,Mujer,Lentes,Francolinus swainsonii,2019,C1 2019,"$113.961,66","5.556,0","74,54%","$84.946,10","$29.015,56"
Argentina,Representante,De proximidad,Mujer,Joyas,Macropus rufogriseus,2019,C1 2019,"$111.835,88","3.716,0","69,35%","$77.555,74","$34.280,14"
Argentina,Mail,De proximidad,Mascotas,Vestimenta,Phylurus milli,2019,C1 2019,"$126.816,47","14.953,0","73,21%","$92.844,90","$33.971,57"
Argentina,Mail,Hipermercado,Hombre,Lentes,Cygnus atratus,2019,C1 2019,"$141.363,20","2.206,0","26,82%","$37.915,14","$103.448,06"
Argentina,Mail,Especializado,Infantil,Vestimenta,Dusicyon thous,2019,C1 2019,"$169.548,19","8.940,0","27,22%","$46.154,55","$123.393,64"
Argentina,Teléfono,De proximidad,Mascotas,Lentes,Theropithecus gelada,2019,C1 2019,"$121.156,20","5.266,0","67,70%","$82.022,50","$39.133,70"
Argentina,Representante,Hipermercado,Hombre,Calzado,Ovis canadensis,2019,C1 2019,"$108.013,18","1.733,0","31,42%","$33.935,33","$74.077,85"
Argentina,Especial,Grandes Almacenes,Mascotas,Juguetes,Isoodon obesulus,2019,C1 2019,"$116.015,86","12.003,0","59,88%","$69.468,49","$46.547,37"
Argentina,Representante,Mayorista,Adultos,Vestimenta,Platalea leucordia,2019,C1 2019,"$148.422,49","8.428,0","50,03%","$74.259,63","$74.162,86"
Argentina,Teléfono,Especializado,Mascotas,Calzado,Hyaena brunnea,2019,C1 2019,"$147.278,35","4.128,0","39,39%","$58.009,17","$89.269,18"
Argentina,Representante,Especializado,Unisex,Accesorios,Carduelis pinus,2019,C1 2019,"$161.792,88","13.167,0","30,65%","$49.587,47","$112.205,41"
Argentina,Website,Especializado,Infantil,Vestimenta,Naja haje,2019,C1 2019,"$105.415,72","4.168,0","31,92%","$33.647,82","$71.767,90"
Argentina,MercadoLibre,Mayorista,Adultos,Vestimenta,Sylvicapra grimma,2019,C1 2019,"$169.779,88","1.257,0","28,23%","$47.923,83","$121.856,05"
Argentina,MercadoLibre,Grandes Almacenes,Infantil,Accesorios,Sciurus vulgaris,2019,C1 2019,"$128.020,51","13.813,0","60,22%","$77.089,07","$50.931,44"
Argentina,MercadoLibre,Hipermercado,Infantil,Calzado,Oreamnos americanus,2019,C1 2019,"$100.870,09","10.251,0","71,87%","$72.499,72","$28.370,37"
Argentina,Mail,Mayorista,Mascotas,Calzado,Tayassu pecari,2019,C1 2019,"$105.353,16","9.921,0","27,20%","$28.652,76","$76.700,40"
Argentina,Especial,De proximidad,Unisex,Vestimenta,Dusicyon thous,2019,C1 2019,"$150.767,84","8.562,0","40,05%","$60.387,23","$90.380,61"
Argentina,Especial,De proximidad,Unisex,Accesorios,Phoenicopterus ruber,2019,C1 2019,"$102.441,42","15.955,0","32,03%","$32.809,35","$69.632,07"
Argentina,MercadoLibre,Especializado,Unisex,Calzado,Tayassu pecari,2019,C1 2019,"$130.373,17","6.064,0","51,52%","$67.165,72","$63.207,45"
Argentina,Especial,Mayorista,Mascotas,Lentes,Pavo cristatus,2019,C1 2019,"$131.628,86","6.597,0","60,08%","$79.077,79","$52.551,07"
Argentina,Representante,De proximidad,Unisex,Lentes,Speotyte cuniculata,2019,C1 2019,"$162.123,03","15.250,0","27,21%","$44.120,42","$118.002,61"
Argentina,Website,De proximidad,Mascotas,Vestimenta,Junonia genoveua,2019,C1 2019,"$182.084,17","6.336,0","37,55%","$68.377,02","$113.707,15"
Argentina,Website,Mayorista,Unisex,Calzado,Oreamnos americanus,2019,C1 2019,"$156.978,93","3.642,0","47,01%","$73.792,82","$83.186,11"
Argentina,MercadoLibre,De proximidad,Unisex,Vestimenta,Platalea leucordia,2019,C1 2019,"$128.976,39","8.568,0","26,78%","$34.539,04","$94.437,35"
Argentina,Especial,Hipermercado,Adultos,Juguetes,Boselaphus tragocamelus,2019,C1 2019,"$121.850,52","8.834,0","67,64%","$82.417,89","$39.432,63"
Argentina,Representante,Mayorista,Unisex,Vestimenta,Crotaphytus collaris,2019,C1 2019,"$99.655,50","10.129,0","28,71%","$28.610,96","$71.044,54"
Argentina,Website,De proximidad,Mujer,Calzado,Cacatua tenuirostris,2019,C1 2019,"$146.601,74","9.388,0","45,74%","$67.056,66","$79.545,08"
Bolivia,Representante,Hipermercado,Unisex,Joyas,Coluber constrictor,2019,C1 2019,"$160.033,70","4.773,0","63,13%","$101.026,94","$59.006,76"
Bolivia,Representante,Grandes Almacenes,Unisex,Juguetes,Anhinga rufa,2019,C1 2019,"$118.076,59","9.750,0","42,68%","$50.391,84","$67.684,75"
Bolivia,Especial,Especializado,Hombre,Joyas,Meles meles,2019,C1 2019,"$107.707,39","13.206,0","33,45%","$36.026,55","$71.680,84"
Bolivia,Teléfono,Especializado,Adultos,Calzado,Myiarchus tuberculifer,2019,C1 2019,"$119.283,43","1.453,0","38,71%","$46.168,83","$73.114,60"
Bolivia,MercadoLibre,Especializado,Mascotas,Juguetes,Isoodon obesulus,2019,C1 2019,"$125.104,23","12.112,0","37,16%","$46.491,12","$78.613,11"
Bolivia,Website,Grandes Almacenes,Infantil,Calzado,Genetta genetta,2019,C1 2019,"$155.470,55","17.101,0","52,16%","$81.093,29","$74.377,26"
Bolivia,Representante,Grandes Almacenes,Mujer,Joyas,Camelopardalis,2019,C1 2019,"$128.026,99","4.646,0","47,79%","$61.184,21","$66.842,78"
Bolivia,Representante,Mayorista,Mascotas,Vestimenta,Dusicyon thous,2019,C1 2019,"$133.025,94","6.507,0","48,82%","$64.944,87","$68.081,07"
Bolivia,Mail,Hipermercado,Hombre,Joyas,Camelopardalis,2019,C1 2019,"$91.319,58","7.667,0","55,97%","$51.107,66","$40.211,92"
Bolivia,Representante,Mayorista,Hombre,Vestimenta,Sylvicapra grimma,2019,C1 2019,"$93.388,55","14.171,0","24,74%","$23.101,62","$70.286,93"
Brazil,Website,Hipermercado,Infantil,Joyas,Macropus rufogriseus,2019,C1 2019,"$131.791,08","8.395,0","33,36%","$43.969,54","$87.821,54"
Brazil,MercadoLibre,Especializado,Mascotas,Juguetes,Hyaena hyaena,2019,C1 2019,"$185.527,28","7.599,0","66,29%","$122.987,25","$62.540,03"
Brazil,Mail,De proximidad,Mujer,Accesorios,Galictis vittata,2019,C1 2019,"$135.750,77","2.058,0","60,47%","$82.086,97","$53.663,80"
Brazil,MercadoLibre,Grandes Almacenes,Mascotas,Lentes,Lycaon pictus,2019,C1 2019,"$143.831,86","11.266,0","44,60%","$64.151,11","$79.680,75"
Brazil,MercadoLibre,Grandes Almacenes,Hombre,Juguetes,Spermophilus tridecemlineatus,2019,C1 2019,"$111.747,60","12.165,0","64,64%","$72.235,72","$39.511,88"
Brazil,Teléfono,Hipermercado,Mascotas,Joyas,Rhea americana,2019,C1 2019,"$109.457,16","8.126,0","61,59%","$67.411,58","$42.045,58"
Brazil,Website,De proximidad,Infantil,Vestimenta,Diomedea irrorata,2019,C1 2019,"$111.556,19","3.876,0","45,81%","$51.102,67","$60.453,52"
Brazil,Mail,De proximidad,Infantil,Vestimenta,Geococcyx californianus,2019,C1 2019,"$111.054,88","1.337,0","74,69%","$82.950,47","$28.104,41"
Brazil,Especial,Grandes Almacenes,Adultos,Joyas,Tiliqua scincoides,2019,C1 2019,"$94.046,39","15.808,0","43,29%","$40.711,46","$53.334,93"
Brazil,Representante,Grandes Almacenes,Mascotas,Accesorios,Sciurus vulgaris,2019,C1 2019,"$143.079,55","6.378,0","75,39%","$107.870,33","$35.209,22"
Brazil,MercadoLibre,Hipermercado,Mujer,Accesorios,Anthropoides paradisea,2019,C1 2019,"$142.106,57","8.502,0","42,41%","$60.263,46","$81.843,11"
Brazil,Website,De proximidad,Mascotas,Juguetes,Canis aureus,2019,C1 2019,"$180.148,47","16.597,0","60,12%","$108.299,38","$71.849,09"
Brazil,Website,Mayorista,Infantil,Lentes,Corvus albus,2019,C1 2019,"$161.972,02","6.757,0","59,39%","$96.201,73","$65.770,29"
Brazil,Teléfono,Especializado,Unisex,Vestimenta,Meles meles,2019,C1 2019,"$148.855,58","11.249,0","56,81%","$84.570,97","$64.284,61"
Brazil,Mail,Mayorista,Hombre,Juguetes,Bison bison,2019,C1 2019,"$138.528,19","3.349,0","66,64%","$92.311,58","$46.216,61"
Brazil,Teléfono,Mayorista,Hombre,Joyas,Camelopardalis,2019,C1 2019,"$178.679,05","16.526,0","73,62%","$131.536,23","$47.142,82"
Brazil,MercadoLibre,Especializado,Infantil,Joyas,Dusicyon thous,2019,C1 2019,"$119.003,59","5.643,0","68,80%","$81.878,33","$37.125,26"
Brazil,Website,Mayorista,Unisex,Joyas,Canis latrans,2019,C1 2019,"$149.097,99","17.480,0","49,88%","$74.364,55","$74.733,44"
Brazil,Representante,Grandes Almacenes,Mascotas,Calzado,Hyaena brunnea,2019,C1 2019,"$105.652,89","14.230,0","53,66%","$56.688,16","$48.964,73"
Brazil,MercadoLibre,Grandes Almacenes,Mascotas,Juguetes,Anhinga rufa,2019,C1 2019,"$168.790,05","9.612,0","44,10%","$74.428,62","$94.361,43"
Brazil,Representante,De proximidad,Unisex,Vestimenta,Dusicyon thous,2019,C1 2019,"$104.110,98","7.736,0","55,06%","$57.321,07","$46.789,91"
Brazil,Representante,Hipermercado,Mascotas,Juguetes,Anitibyx armatus,2019,C1 2019,"$129.597,25","12.783,0","42,32%","$54.842,40","$74.754,85"
Brazil,Especial,Especializado,Infantil,Vestimenta,Meles meles,2019,C1 2019,"$172.509,83","15.008,0","49,31%","$85.061,13","$87.448,70"
Brazil,Mail,Mayorista,Infantil,Calzado,Odocoileus hemionus,2019,C1 2019,"$161.255,41","2.219,0","41,02%","$66.145,37","$95.110,04"
Brazil,Website,Hipermercado,Mujer,Vestimenta,Naja haje,2019,C1 2019,"$110.301,83","5.995,0","29,20%","$32.210,12","$78.091,71"
Brazil,Representante,Grandes Almacenes,Mujer,Accesorios,Eremophila alpestris,2019,C1 2019,"$97.545,58","4.817,0","26,97%","$26.311,30","$71.234,28"
Brazil,Website,Hipermercado,Hombre,Lentes,Megaderma spasma,2019,C1 2019,"$173.522,13","10.822,0","30,25%","$52.491,06","$121.031,07"
Brazil,Especial,Grandes Almacenes,Adultos,Juguetes,Kobus defassa,2019,C1 2019,"$159.038,24","7.649,0","38,47%","$61.182,18","$97.856,06"
Brazil,Especial,De proximidad,Mascotas,Joyas,Anthropoides paradisea,2019,C1 2019,"$150.451,49","16.918,0","50,46%","$75.912,40","$74.539,09"
Brazil,MercadoLibre,Mayorista,Hombre,Lentes,Cygnus atratus,2019,C1 2019,"$165.734,28","5.828,0","27,63%","$45.789,90","$119.944,38"
Brazil,Website,De proximidad,Mujer,Vestimenta,Phalaropus fulicarius,2019,C1 2019,"$171.274,86","5.200,0","32,32%","$55.347,81","$115.927,05"
Brazil,Teléfono,De proximidad,Mujer,Vestimenta,Eolophus roseicapillus,2019,C1 2019,"$107.733,34","10.608,0","68,41%","$73.702,35","$34.030,99"
Brazil,Teléfono,Grandes Almacenes,Hombre,Lentes,Mazama gouazoubira,2019,C1 2019,"$174.859,85","3.126,0","44,45%","$77.721,37","$97.138,48"
Brazil,Mail,Especializado,Mujer,Vestimenta,Phylurus milli,2019,C1 2019,"$169.686,19","2.350,0","36,71%","$62.291,57","$107.394,62"
Brazil,MercadoLibre,Grandes Almacenes,Unisex,Calzado,Oreamnos americanus,2019,C1 2019,"$165.970,27","5.726,0","35,73%","$59.294,45","$106.675,82"
Brazil,Website,Especializado,Infantil,Calzado,Oreamnos americanus,2019,C1 2019,"$139.093,58","6.922,0","46,30%","$64.398,35","$74.695,23"
Brazil,Website,Mayorista,Adultos,Calzado,Myiarchus tuberculifer,2019,C1 2019,"$98.731,75","3.575,0","44,22%","$43.655,85","$55.075,90"
Brazil,Especial,Mayorista,Mujer,Joyas,Pavo cristatus,2019,C1 2019,"$107.497,88","7.444,0","68,21%","$73.324,11","$34.173,77"
Brazil,Teléfono,Mayorista,Hombre,Calzado,Odocoileus hemionus,2019,C1 2019,"$163.637,09","16.074,0","66,60%","$108.978,41","$54.658,68"
Brazil,Especial,Grandes Almacenes,Hombre,Calzado,Dusicyon thous,2019,C1 2019,"$124.451,11","6.477,0","36,38%","$45.280,36","$79.170,75"
Brazil,Mail,Especializado,Infantil,Calzado,Ceratotherium simum,2019,C1 2019,"$114.934,00","15.614,0","35,79%","$41.137,15","$73.796,85"
Brazil,Especial,De proximidad,Mascotas,Lentes,Limnocorax flavirostra,2019,C1 2019,"$157.288,33","2.163,0","32,70%","$51.439,43","$105.848,90"
Brazil,Especial,Especializado,Adultos,Vestimenta,Ninox superciliaris,2019,C1 2019,"$158.605,99","9.090,0","25,18%","$39.934,95","$118.671,04"
Brazil,Especial,Mayorista,Mujer,Juguetes,Isoodon obesulus,2019,C1 2019,"$102.421,19","15.509,0","29,87%","$30.593,74","$71.827,45"
Brazil,Especial,Especializado,Unisex,Calzado,unavailable,2019,C1 2019,"$110.295,52","3.960,0","28,93%","$31.903,95","$78.391,57"
Brazil,Especial,Grandes Almacenes,Adultos,Calzado,Ceratotherium simum,2019,C1 2019,"$184.818,41","14.992,0","69,44%","$128.343,88","$56.474,53"
Brazil,Teléfono,Grandes Almacenes,Mascotas,Juguetes,Orcinus orca,2019,C1 2019,"$171.841,48","16.238,0","45,95%","$78.966,18","$92.875,30"
Brazil,Mail,Especializado,Unisex,Calzado,Hyaena brunnea,2019,C1 2019,"$114.786,52","8.960,0","41,45%","$47.579,17","$67.207,35"
Brazil,Representante,Hipermercado,Adultos,Lentes,Cygnus atratus,2019,C1 2019,"$97.102,37","12.970,0","48,39%","$46.983,46","$50.118,91"
